onset	duration	trial_type	nback-nontarget	response_time
27.5	1.0935	nback-nontarget	-0.275	0.0
30.0	1.0935	nback-nontarget	-0.275	0.0
37.5	1.0935	nback-nontarget	0.725	0.0
42.5	1.0935	nback-nontarget	-0.275	0.0
45.0	1.0935	nback-nontarget	0.725	0.0
50.0	1.0935	nback-nontarget	-0.275	0.0
77.5	1.0935	nback-nontarget	0.725	0.0
87.5	1.0935	nback-nontarget	0.725	0.0
95.0	1.0935	nback-nontarget	0.725	0.0
117.5	1.0935	nback-nontarget	-0.275	0.0
125.0	1.0935	nback-nontarget	-0.275	0.0
180.0	1.0935	nback-nontarget	-0.275	0.0
182.5	1.0935	nback-nontarget	-0.275	0.0
195.0	1.0935	nback-nontarget	-0.275	0.0
202.5	1.0935	nback-nontarget	-0.275	0.0
210.0	1.0935	nback-nontarget	-0.275	0.0
215.0	1.0935	nback-nontarget	-0.275	0.0
225.0	1.0935	nback-nontarget	-0.275	0.0
227.5	1.0935	nback-nontarget	-0.275	0.0
240.0	1.0935	nback-nontarget	-0.275	0.0
245.0	1.0935	nback-nontarget	0.725	0.0
255.0	1.0935	nback-nontarget	-0.275	0.0
262.5	1.0935	nback-nontarget	-0.275	0.0
270.0	1.0935	nback-nontarget	0.725	0.0
272.5	1.0935	nback-nontarget	-0.275	0.0
280.0	1.0935	nback-nontarget	-0.275	0.0
