onset	duration	trial_type	nback-nontarget	response_time
27.5	0.960333	nback-nontarget	-0.28571399999999997	0.0
35.0	0.960333	nback-nontarget	-0.28571399999999997	0.0
42.5	0.960333	nback-nontarget	-0.28571399999999997	0.0
52.5	0.960333	nback-nontarget	-0.28571399999999997	0.0
57.5	0.960333	nback-nontarget	-0.28571399999999997	0.0
65.0	0.960333	nback-nontarget	0.714286	0.0
67.5	0.960333	nback-nontarget	0.714286	0.0
72.5	0.960333	nback-nontarget	-0.28571399999999997	2.5
80.0	0.960333	nback-nontarget	-0.28571399999999997	0.0
85.0	0.960333	nback-nontarget	0.714286	0.0
87.5	0.960333	nback-nontarget	-0.28571399999999997	0.0
95.0	0.960333	nback-nontarget	-0.28571399999999997	0.0
100.0	0.960333	nback-nontarget	-0.28571399999999997	0.0
102.5	0.960333	nback-nontarget	-0.28571399999999997	0.0
107.5	0.960333	nback-nontarget	0.714286	0.0
115.0	0.960333	nback-nontarget	-0.28571399999999997	0.0
117.5	0.960333	nback-nontarget	-0.28571399999999997	2.5
122.5	0.960333	nback-nontarget	-0.28571399999999997	0.0
130.0	0.960333	nback-nontarget	-0.28571399999999997	0.0
