onset	duration	trial_type	nback-nontarget	response_time
27.5	1.062	nback-nontarget	0.7	0.0
35.0	1.062	nback-nontarget	-0.3	0.0
40.0	1.062	nback-nontarget	-0.3	0.0
42.5	1.062	nback-nontarget	-0.3	0.0
50.0	1.062	nback-nontarget	-0.3	0.0
55.0	1.062	nback-nontarget	0.7	0.0
57.5	1.062	nback-nontarget	-0.3	0.0
65.0	1.062	nback-nontarget	0.7	0.0
67.5	1.062	nback-nontarget	0.7	0.0
72.5	1.062	nback-nontarget	-0.3	0.0
75.0	1.062	nback-nontarget	-0.3	0.0
82.5	1.062	nback-nontarget	-0.3	0.0
87.5	1.062	nback-nontarget	-0.3	0.0
90.0	1.062	nback-nontarget	-0.3	0.0
97.5	1.062	nback-nontarget	0.7	0.0
102.5	1.062	nback-nontarget	-0.3	0.0
107.5	1.062	nback-nontarget	0.7	0.0
115.0	1.062	nback-nontarget	-0.3	0.0
117.5	1.062	nback-nontarget	-0.3	0.0
122.5	1.062	nback-nontarget	-0.3	0.0
180.0	1.062	nback-nontarget	-0.3	0.0
187.5	1.062	nback-nontarget	0.7	0.0
192.5	1.062	nback-nontarget	-0.3	0.0
195.0	1.062	nback-nontarget	0.7	0.0
200.0	1.062	nback-nontarget	-0.3	0.0
207.5	1.062	nback-nontarget	0.7	0.0
210.0	1.062	nback-nontarget	-0.3	0.0
215.0	1.062	nback-nontarget	-0.3	0.0
217.5	1.062	nback-nontarget	0.7	0.0
225.0	1.062	nback-nontarget	-0.3	0.0
227.5	1.062	nback-nontarget	-0.3	0.0
240.0	1.062	nback-nontarget	0.7	0.0
242.5	1.062	nback-nontarget	-0.3	0.0
250.0	1.062	nback-nontarget	-0.3	0.0
255.0	1.062	nback-nontarget	-0.3	0.0
262.5	1.062	nback-nontarget	-0.3	0.0
265.0	1.062	nback-nontarget	-0.3	0.0
270.0	1.062	nback-nontarget	0.7	0.0
272.5	1.062	nback-nontarget	-0.3	0.0
280.0	1.062	nback-nontarget	-0.3	0.0
